epoch,acc,loss,val_acc,val_loss
0,0.3337256144371184,0.2687408737586821,0.3330777370789681,0.2681545309049318
1,0.3343448004017717,0.1929823064013823,0.33541729537187953,0.03707806300371885
2,0.3354389655473747,0.032313205065062564,0.33540814182685297,0.02994368077272226
3,0.3356258856940482,0.03037318812268014,0.33390979930712056,0.0292641053240754
4,0.335384136881433,0.02947929865028161,0.3353992716746786,0.02858569410698235
5,0.3355722744501392,0.029648905925826013,0.33590658404404994,0.02828965730905177
6,0.3347974421805259,0.02909687236170634,0.3368212467780954,0.02803276733447907
7,0.3363904010378116,0.02860009780547889,0.33565622702364734,0.027968994489757815
8,0.3362784325546534,0.028279625833087383,0.3346815169174785,0.028092942583091318
9,0.33476543344696547,0.029263704187984945,0.335930800558622,0.028393318748966185
10,0.3358011284198995,0.028575252019792188,0.3358441165620355,0.027787954495738135
11,0.334541591607078,0.02825580595498637,0.3368257765047956,0.029856849107833296
12,0.33576569844626586,0.028993563593970338,0.3372251498334009,0.028177494269255105
13,0.3361992484900563,0.028785972559164374,0.33673594213503794,0.02950779610020442
14,0.3347406804860773,0.02790366484836458,0.3352787310000304,0.030320186112346832
15,0.33539681548208217,0.02846831089043948,0.3364941571584805,0.02782723373203487
16,0.3354207206989405,0.0292771312269692,0.3359390346996819,0.02735440053654059
17,0.335519411418988,0.028485473147382288,0.33589590232923766,0.030630398460210283
18,0.33517853046521445,0.028543304123291303,0.3358029304991011,0.028321430897765704
19,0.33484439680004,0.02836191857128229,0.33674944995255485,0.03582689311183208
20,0.33497078304896927,0.029182487886460926,0.336283904539957,0.033076265948193066
21,0.33563372338569136,0.028972501539396022,0.3342724894584463,0.027714610936580494
22,0.3346600000494778,0.028537233658947305,0.33488298148721424,0.028191395237875536
23,0.3357457546997582,0.02882709072259029,0.33620077609118393,0.027831798669836663
24,0.3345136612030916,0.028755802095907345,0.3367216231945519,0.02794654106746427
25,0.33508846625510325,0.027992038185765927,0.3350422873373529,0.028429709957343906
26,0.33498295204563716,0.029959579197127037,0.3367162283320417,0.028163566902523564
27,0.3357231295533806,0.0293859733759747,0.33349330837017277,0.027509863036012553
28,0.33533912540828326,0.028316186554181912,0.33669697389641035,0.02856653203475961
29,0.3361079447015259,0.028531513041302473,0.3360333447446147,0.030533518534838412
30,0.33657099761574294,0.02881431249540922,0.33602734114723287,0.027621944088475278
31,0.3350063662624,0.028999309484902015,0.33548664499890457,0.027800790816622855
32,0.33498886081897167,0.02815237077189672,0.33637403594649096,0.02740619095648723
33,0.33534395251089144,0.028017451833142498,0.33687422223783725,0.02749486684558385
34,0.3344155473459877,0.029201790162382467,0.33362776253020404,0.0288668091946619
35,0.33422959153500137,0.02796583535557812,0.3348741659687625,0.030227686787219495
36,0.3353768942665532,0.028526198263507364,0.3349647304722082,0.029792730311833143
37,0.3359014683268647,0.029896804568699153,0.33505995940854183,0.028672140731881464
38,0.33551508891333365,0.028220435167482596,0.3355376603756862,0.029490091928608738
39,0.33625493729509626,0.028429740411092426,0.3352710648496884,0.027925460524895727
40,0.3353667263890652,0.02814958172585324,0.3362650554781917,0.027188533738154923
41,0.33469417284079367,0.029179026674306458,0.33544901590156034,0.02741363662418833
42,0.33472990462483626,0.02943883106934842,0.33617247652305005,0.027741966770549895
43,0.3352830396006422,0.02864907375869221,0.33454250640053057,0.042862975692834905
44,0.33488810152091364,0.030885265564836766,0.3339785947827071,0.030248965942547466
45,0.3352176246074357,0.028629548003956385,0.3354164300136353,0.027561296228955763
46,0.3344806109478664,0.02879981715802726,0.33636877565477374,0.03049052547714707
47,0.3356073303551111,0.02963897588052882,0.33569864263353816,0.030160567188647073
48,0.334752597246163,0.028609130063067444,0.3358561095403486,0.02745431561026865
49,0.335453676226829,0.030006298637301292,0.3358385729703081,0.031187409379829962
