epoch,acc,loss,val_acc,val_loss
0,0.33953270983905615,0.038972829630126965,0.3398660376889243,0.03329861115404828
1,0.3406954910533026,0.032448581656014136,0.33970706734026146,0.03157901400757435
2,0.34055659765980717,0.031147456516033758,0.3399507500425828,0.031142640034622845
3,0.34015290536537046,0.030580853677289105,0.33970154718869294,0.03007354928872987
4,0.3395860599537345,0.03017411512971423,0.34002712814550307,0.030612147714097683
5,0.33981510126376074,0.029905933350767164,0.34097720193164016,0.02986832197252003
6,0.3403420238990103,0.02980737108204728,0.34169175474691316,0.029499149215119164
7,0.3402759751518303,0.02963356969439041,0.3392692127909284,0.02940082493015454
8,0.3396436100815176,0.02970904133790148,0.3385925429200308,0.02944379613038078
9,0.34002839048418665,0.02954165383179601,0.34134002573524935,0.029552307235495713
10,0.33980699862065955,0.02938358424929862,0.3399229883361766,0.029175569942098013
11,0.34027672206140824,0.029322445984242475,0.33933429691618183,0.02978157311824808
12,0.34044500385106047,0.029341477487617118,0.3396540908739009,0.030218339571657774
13,0.3401008484543977,0.02925073360475227,0.33956071193851206,0.028803594044423522
14,0.34004609829079047,0.029198751112000796,0.3411271583710459,0.029485788561844375
15,0.3396892619767039,0.029038221708206892,0.3396794794845508,0.02948846339967714
16,0.34041832659071186,0.029101693962929085,0.3398833190798149,0.029114618330203946
17,0.34128209731215237,0.029180672462014848,0.3413896020053596,0.029596091496543096
18,0.3390069517435261,0.028972038362025172,0.33953070952626174,0.030312756949122967
19,0.34103029895014964,0.02928478616021318,0.3407996175987136,0.029491995655847127
20,0.3397735117801598,0.029209601195323415,0.3407123585351296,0.029329023812265653
21,0.3394738216398824,0.029039791760860318,0.3407725222748301,0.028929255650981048
22,0.3407203680408868,0.029076039883381075,0.3404169664496467,0.02970779400211089
23,0.3399879966591798,0.029159463331342395,0.33801498632597665,0.029799731853391825
24,0.3401883652287196,0.02919271803933273,0.3413607468757029,0.029440172236456636
25,0.33967478110760646,0.029162826128847633,0.3398311825414773,0.02928783700463333
26,0.3400313192986449,0.0292543592328852,0.34067532959972596,0.02912933667892799
27,0.340625033062317,0.029318751102444696,0.3400909059127355,0.02970703020935074
28,0.33978121914382803,0.029035143116684568,0.3397403899379956,0.028860056863432963
29,0.3397884994432429,0.029223598624314312,0.34029242503173035,0.02874356492661432
30,0.3400145008369077,0.02923094637928501,0.340699024637708,0.029086023110837217
31,0.34014442426799957,0.029330781217963953,0.3402460351456634,0.028869316392448
32,0.3402402838340777,0.028967381211881176,0.33974645694234223,0.02894675445228365
33,0.34066132870748356,0.02898588702467307,0.3408996640254886,0.029681892595857122
34,0.34006861101738683,0.029052230211734302,0.34050857205910984,0.028583005283130892
35,0.34097238851259404,0.02917603524430396,0.34085706121269643,0.02906120516702197
36,0.33965223302158976,0.028918145983545883,0.3388114241006676,0.029082779600668872
37,0.3403291697202994,0.029124998446442042,0.3385889826412086,0.028966415050466716
38,0.34042936726771317,0.028947988240660905,0.3400487696024252,0.028987801925618253
39,0.33947373287891197,0.028891976794632023,0.3400451156934957,0.02909934848711024
40,0.33897585641668404,0.02903347256067103,0.3396456370094893,0.030489432610451214
41,0.3401675058875623,0.028939573861608343,0.34050870580714115,0.028903333000033803
42,0.34049778944382103,0.02904228961044666,0.3414109631136815,0.02865286534284926
43,0.33993585559314254,0.029056710455096772,0.34080688509645674,0.028972929846199733
44,0.3401059110323547,0.029073239949009365,0.34023490129634776,0.02899467342767313
45,0.3400342664591565,0.029064906159958517,0.3400164072635964,0.029059286225974347
46,0.341481181154389,0.029471137501375044,0.34031841316805456,0.02854920249037479
47,0.34003782660699905,0.029379592156780012,0.3388683875394185,0.029922457550653755
48,0.3405249776424534,0.029263798391278295,0.3389751808007314,0.029021216005886127
49,0.3405858840418871,0.029329150298158576,0.3397164284664121,0.02919208414922242
