epoch,acc,loss,val_acc,val_loss
0,0.3400950997214342,0.03900873351379285,0.34007961425836797,0.03448271168337699
1,0.3406609585030247,0.03354046327325977,0.34070269476204607,0.03308840348498292
2,0.3398779797602847,0.03257126638946829,0.3402191968572732,0.032345244666695964
3,0.3406052530081448,0.03210523474224282,0.34119748641558933,0.03287479786929058
4,0.34015043723688004,0.031760748135068066,0.34096225767686805,0.0326816317912895
5,0.3395310643361603,0.03145574263436426,0.3389625699052857,0.03200758736069408
6,0.34068837869396734,0.031500686906795694,0.339856387119353,0.031356480671688954
7,0.3406517448707751,0.031285130277843194,0.340020744462869,0.03125981445444764
8,0.34033010211868747,0.031098647170988956,0.3387021670433661,0.031526219224699385
9,0.33947903433769183,0.031069961425128714,0.3388410422949076,0.03077323857839832
10,0.3406876717109305,0.030972276541593107,0.33844707015457365,0.030950348985443896
11,0.34023310033371473,0.03101717273010547,0.33889689929382777,0.03061138663709896
12,0.3401076436172494,0.03080602233528768,0.34021199662839213,0.0322056823499268
13,0.3409057478639001,0.030765376869114767,0.34149095860509704,0.031585837956861276
14,0.33996541216590537,0.030799721013582936,0.34110013383912297,0.03137043906929886
15,0.3406638391538475,0.03072277148616476,0.33911092658334063,0.031246343663337135
16,0.33979833916269647,0.030602181740190987,0.3419401079217898,0.03126972753085345
17,0.3401825639178757,0.030479907315290534,0.34093348275635466,0.03152060510063257
18,0.3400063305091158,0.030591330307014927,0.33913394140772984,0.03096094177687742
19,0.33944701011394207,0.030523866134943522,0.3375198644625487,0.030734936506437358
20,0.33975841691467945,0.030511846041195903,0.33977398232838707,0.03054760413051712
21,0.34074741778321427,0.030541352479508645,0.3401639538350254,0.031108583187750224
22,0.3387614107209274,0.030318129163700847,0.34129862610920236,0.030887115957035173
23,0.33974610469417676,0.030290622652396574,0.34033019095659256,0.03126366846492305
24,0.3396237238746929,0.03039800680299226,0.33908359160865204,0.030710795785539344
25,0.33938534356008965,0.030319006858531207,0.34053924432166466,0.0303540301990361
26,0.33913684361170005,0.03025326754721074,0.3389833046193008,0.031167845213113384
27,0.34063354828688225,0.030343765947814533,0.33912552759638825,0.03012181580289855
28,0.339721143202461,0.03017384542193932,0.34023943876669277,0.03173852223698841
29,0.3402076631118096,0.030236003984336176,0.3402942154562235,0.030456457553642166
30,0.3397627903597105,0.030225028104273903,0.3409559781078003,0.03053571621558824
31,0.3410420856580207,0.030333847623797844,0.3388370552576632,0.03053687401049133
32,0.34107628768495296,0.03029467764082119,0.3401296718100432,0.030575020786201227
33,0.33976572354736334,0.030128153235567147,0.33987650918048035,0.03047538843126066
34,0.341102205107523,0.030218775364655996,0.3390391222365807,0.030458199480215647
35,0.3398011839791387,0.030069798022733702,0.33775315955243107,0.030930317759979276
36,0.3399458686660776,0.03017291024841977,0.33985898786792373,0.03027284091469177
37,0.3403876212500716,0.030247212633128778,0.33949588457789104,0.03066078088443232
38,0.3401275783723828,0.030163522150156406,0.3398761487448148,0.03072325282964304
39,0.340178341400193,0.030261729071786262,0.3406729727899546,0.030326121329833956
40,0.3404486389669527,0.030184609233540802,0.34068473344559064,0.030368425667570132
41,0.34061143575908587,0.030063129527779477,0.3403658598634718,0.031213476432747737
42,0.3400465905708316,0.030061628872089637,0.3392233067462521,0.0309009756938222
43,0.33996973274093495,0.030068860781277473,0.33970839149498416,0.03026109197378708
44,0.341501932842986,0.03019811314414474,0.3405119499417677,0.030527149654707417
45,0.33915855626433067,0.02992787311488788,0.33887231090910547,0.03088370044808692
46,0.3407800199534222,0.030051818397818068,0.33856026449083854,0.030258167384853287
47,0.34009419379583866,0.03005186875218363,0.34012331123450934,0.030665878400576614
48,0.3406837606342564,0.03004865999001184,0.3412613845137041,0.030780932609005215
49,0.3405476407152554,0.030041973411837883,0.3386815392030274,0.030814647978802127
