epoch,acc,loss,val_acc,val_loss
0,0.34048387,0.057609263187977294,0.33303586,0.04574943184613799
1,0.3374468,0.045098117590427145,0.33748463,0.043491592965064906
2,0.33895862,0.04296068317775152,0.34328222,0.043311170338151544
3,0.34122106,0.0428919790586683,0.33439064,0.04074990841297385
4,0.34153044,0.042112337099686106,0.33597994,0.04099242084731276
5,0.34284663,0.040770084329092425,0.3382912,0.04081236179440449
6,0.33938706,0.040509434401004046,0.33593443,0.042282037114581235
7,0.3395672,0.040815800074924795,0.339115,0.03999261633278085
8,0.33925712,0.039085798406365835,0.3346124,0.04000677938501422
9,0.34366485,0.039308726446016004,0.3427504,0.039978768927260086
